Graduation Date,Program Name/Major,Academic Division/School,Degree Level,Outcome Type,Employing Organization,Position Location - Country,Position Location - State,Name of Institution,Degree to be earned,Program/Field of Study,Job Title
2021,Financial Management,Opus College of Business,Bachelor's Degree,Employed Full-Time,Ecolab,,Minnesota,,,,Associate Financial Analyst
2021,Financial Management,College of Arts & Sciences,Bachelor's Degree,Employed Full-Time,Ecolab,,Minnesota,,,,Finance Intern
2021,Operations Management,College of Arts & Sciences,Bachelor's Degree,Employed Full-Time,Ecolab,,Minnesota,,,,Logistics Specialist
2021,Biology (BS),College of Arts & Sciences,Bachelor's Degree,Employed Full-Time,Ed’s Buckthorn Control,,Minnesota,,,,Field Technician
2021,Gen Business Mgmt,Opus College of Business,Bachelor's Degree,Employed Full-Time,EFCO Forming & Shoring Solutions,,Iowa,,,,Territory Manager
2021,Financial Management,College of Arts & Sciences,Bachelor's Degree,Employed Full-Time,Eickhof Columbaria Inc.,,Minnesota,,,,Director of Marketing
2021,Biochemistry,College of Arts & Sciences,Bachelor's Degree,Employed Full-Time,Element Materials Technology,,Minnesota,,,,Microbiology Lab Support Specialist
2021,Biology (BS),Opus College of Business,Bachelor's Degree,Employed Part-Time,Emergency Care Consultants,,Iowa,,,,Medical Scribe
2021,Biochemistry,School of Engineering,Bachelor's Degree,Employed Full-Time,Emergency Care Consultants,,,,,,Scribe
2021,Neuroscience,School of Engineering,Bachelor's Degree,Employed Full-Time,Emergency Care Consultants,,Minnesota,,,,Medical Scribe
2021,Human Resources Management,College of Arts & Sciences,Bachelor's Degree,Employed Full-Time,Emerson Electric,,Minnesota,,,,Human Resources Representative
2021,Biology of Global Health,College of Arts & Sciences,Bachelor's Degree,Employed Full-Time,Endeavor Air,,Minnesota,,,,Flight Attendant
2021,Marketing Management,College of Arts & Sciences,Bachelor's Degree,Employed Full-Time,Energy Resources Marketing,,Minnesota,,,,Event Marketing Intern
2021,Biology,College of Arts & Sciences,Bachelor's Degree,Employed Full-Time,Epic,,Wisconsin,,,,Implementation Services - Project Manager
2021,Economics - Business,Opus College of Business,Bachelor's Degree,Employed Full-Time,Epic Systems,,Wisconsin,,,,Quality Management
2021,Biology,Opus College of Business,Bachelor's Degree,Employed Full-Time,EPPA,,Minnesota,,,,Scribe
2021,Biology (BS),Opus College of Business,Bachelor's Degree,Employed Part-Time,EPPA and MHVI,,Minnesota,,,,Scribe and Research Coordinator
2021,Marketing Management,Opus College of Business,Bachelor's Degree,Employed Full-Time,Equitable Advisors,,Minnesota,,,,Financial Advisor
2021,Neuroscience,Opus College of Business,Bachelor's Degree,Employed Full-Time,Equivince,,Minnesota,,,,Technical Recruiter
2021,Mechanical Engineering,School of Engineering,Bachelor's Degree,Employed Full-Time,ESCO Automation,,Iowa,,,,Automation Engineer
2021,Operations Management,Opus College of Business,Bachelor's Degree,Employed Full-Time,ETU Storage,,Minnesota,,,,Logistics Coordinator
2021,Marketing Management,Opus College of Business,Bachelor's Degree,Employed Full-Time,Everlight Solar,,Wisconsin,,,,Sales Development Representative
2021,Mechanical Engineering,College of Arts & Sciences,Bachelor's Degree,Employed Full-Time,"EVS, Inc.",,Minnesota,,,,Project Staff Engineer
2021,Accounting,Opus College of Business,Bachelor's Degree,Employed Full-Time,EY,,Georgia,,,,Staff
2021,Accounting,Opus College of Business,Bachelor's Degree,Employed Full-Time,EY,,Minnesota,,,,Staff Accountant
2021,Accounting,School of Engineering,Bachelor's Degree,Employed Full-Time,EY,,Minnesota,,,,Tax Staff
2021,Accounting,Opus College of Business,Bachelor's Degree,Employed Full-Time,EY,,Minnesota,,,,FSO Assurance Staff
2021,Accounting,College of Arts & Sciences,Bachelor's Degree,Employed Full-Time,EY,,Minnesota,,,,FSO Assurance Staff
2021,Bus Admin - Communication,Opus College of Business,Bachelor's Degree,Employed Full-Time,Fairview Health Services,,Minnesota,,,,Recruitment Specialist
2021,Psychology,Opus College of Business,Bachelor's Degree,Employed Full-Time,Fairview Health Services,,Minnesota,,,,Psychiatric Associate
2021,Digital Media Arts,Opus College of Business,Bachelor's Degree,Employed Full-Time,Family Contractor Business,,Minnesota,,,,General Contractor
2021,Economics,College of Arts & Sciences,Bachelor's Degree,Employed Full-Time,Federated Insurance,,Minnesota,,,,Actuarial Analyst
2021,Actuarial Science,Opus College of Business,Bachelor's Degree,Employed Full-Time,Federated Insurance,,Minnesota,,,,Actuarial Analyst
2021,Leadership & Management,Opus College of Business,Bachelor's Degree,Employed Full-Time,"Financial LifeLab, Inc.",,Minnesota,,,,Client Services Manager
2021,Computer Science (BS),Opus College of Business,Bachelor's Degree,Employed Full-Time,Fishbowl Solutions,,Minnesota,,,,Associate Software Consultant
2021,Biology (BS),Opus College of Business,Bachelor's Degree,Employed Full-Time,Flint Hills Resources,,Kansas,,,,Laboratory Technician
2021,Entrepreneurship,Opus College of Business,Bachelor's Degree,Employed Full-Time,Fotorama Games & Toys,Mexico,,,,,Sales and Marketing Manager
2021,COJO Strategic Communications,Opus College of Business,Bachelor's Degree,Employed Full-Time,Foundation Finance,,Wisconsin,,,,Marketing Specialist
2021,COJO Journalism,College of Arts & Sciences,Bachelor's Degree,Employed Full-Time,Fox 9,,Minnesota,,,,News Content Editor
2021,Family Studies,Opus College of Business,Bachelor's Degree,Employed Full-Time,Fraser,,Minnesota,,,,Behavioral Technician
2021,Psychology,Opus College of Business,Bachelor's Degree,Employed Full-Time,Fraser,,Minnesota,,,,Behavioral Health Technician
2021,Family Studies,School of Engineering,Bachelor's Degree,Employed Full-Time,Fraser & UMN,,Minnesota,,,,Intake Coordinator & Clinical Research Coordinator
2021,Marketing Management,Opus College of Business,Bachelor's Degree,Employed Full-Time,Freelance,,New York,,,,Digital Media Content Producer & Manager
2021,English - Creative Writing,College of Arts & Sciences,Bachelor's Degree,Employed Part-Time,Freelance social media and editing work,,Minnesota,,,,Social media manager; copy editor
2021,Real Estate Studies,Opus College of Business,Bachelor's Degree,Employed Full-Time,Cushman & Wakefield,,Illinois,,,,Associate
2021,Computer Engineering,School of Engineering,Bachelor's Degree,Employed Full-Time,General Dynamics Mission Systems,,Virginia,,,,Software Engineer
2021,Operations Management,School of Engineering,Bachelor's Degree,Employed Full-Time,General Dynamics Mission Systems,,Virginia,,,,Manufacturing Planner Specialist
2021,Economics - Business,School of Engineering,Bachelor's Degree,Employed Full-Time,General Mills,,Minnesota,,,,Trade Planning Financial Analyst
2021,English,Opus College of Business,Bachelor's Degree,Employed Full-Time,Gallagher Bassett,,Illinois,,,,Communications
2021,Mechanical Engineering,Opus College of Business,Bachelor's Degree,Employed Full-Time,Gilbert mechanical,,Minnesota,,,,Project Engineer
2021,Mechanical Engineering,Opus College of Business,Bachelor's Degree,Employed Full-Time,Global Power Components,,Wisconsin,,,,Industrial Engineer
2021,Public Health,Opus College of Business,Bachelor's Degree,Employed Full-Time,Global Tax Network,,Minnesota,,,,Marketing Coordinator
2021,Economics - Business,College of Arts & Sciences,Bachelor's Degree,Employed Full-Time,GlobalTranz,,Arizona,,,,Logistics Representative I
2021,Operations Management,Opus College of Business,Bachelor's Degree,Employed Full-Time,GlobalTranz,,Arizona,,,,Logistics Representative I
2021,Entrepreneurship,Opus College of Business,Bachelor's Degree,Employed Full-Time,Gogotech,,New York,,,,Marketing Specialist
2021,Leadership & Management,College of Arts & Sciences,Bachelor's Degree,Employed Full-Time,Golden Valley Country Club,,Minnesota,,,,Event Manager
2021,Accounting,Opus College of Business,Bachelor's Degree,Employed Part-Time,Golf,,Wisconsin,,,,Professional golfer
2021,Marketing Management,Opus College of Business,Bachelor's Degree,Employed Full-Time,Gopher Sport,,Minnesota,,,,Marketing Analyst
2021,Mechanical Engineering,Opus College of Business,Bachelor's Degree,Employed Full-Time,Graco,,Minnesota,,,,Mechanical Design Engineer
2021,Mechanical Engineering,College of Arts & Sciences,Bachelor's Degree,Employed Full-Time,Graco,,Minnesota,,,,Mechanical Engineer
2021,Operations Management,Opus College of Business,Bachelor's Degree,Employed Full-Time,Graco Inc.,,Minnesota,,,,Sourcing specialist
2021,Mechanical Engineering,School of Engineering,Bachelor's Degree,Employed Full-Time,"Graco, Inc.",,Minnesota,,,,Mechanical Engineer 1
2021,Financial Management,School of Education,Bachelor's Degree,Employed Full-Time,Granite Logistics | Agent for Trinity Logistics,,Minnesota,,,,Logistics Specialist
2021,Marketing Management,School of Engineering,Bachelor's Degree,Employed Full-Time,GENERAL TRUCK PARTS AND EQUIPMENT COMPANY,,Illinois,,,,Office Clerk/Warehouse Associate
2021,Actuarial Science,Opus College of Business,Bachelor's Degree,Employed Full-Time,Gross Consulting,,Minnesota,,,,Consultant
2021,Justice & Peace Studies,College of Arts & Sciences,Bachelor's Degree,Employed Full-Time,GRUMPYS BAR & GRILL,,Rhode Island,,,,Food Expeditor
2021,Biology,Opus College of Business,Bachelor's Degree,Employed Full-Time,Guardian Angels,,Minnesota,,,,Nursing Assistant
2021,Actuarial Science,Opus College of Business,Bachelor's Degree,Employed Full-Time,Guy Carpenter,,Minnesota,,,,Risk Analyst
2021,COJO Strategic Communications,College of Arts & Sciences,Bachelor's Degree,Employed Full-Time,H.B. Fuller,,Minnesota,,,,Inside Sales Business Development Intern
2021,COJO Strategic Communications,Opus College of Business,Bachelor's Degree,Employed Full-Time,Haworth Marketing + Media,,Minnesota,,,,Ad Logistics Assistant
2021,Marketing Management,Opus College of Business,Bachelor's Degree,Employed Full-Time,Haworth Marketing + Media,,Minnesota,,,,Digital Planning Assistant
2021,Marketing Management,Opus College of Business,Bachelor's Degree,Employed Full-Time,Haworth Marketing + Media,,Minnesota,,,,Out-of-Home Assistant
2021,Economics - Public Policy,Opus College of Business,Bachelor's Degree,Employed Full-Time,HealthEZ,,Minnesota,,,,Reporting Analyst
2021,Spanish Cultural/Literary St.,College of Arts & Sciences,Bachelor's Degree,Employed Full-Time,HealthPartners,,Minnesota,,,,Member Services Representative
2021,Operations Management,Opus College of Business,Bachelor's Degree,Employed Full-Time,HealthPartners,,Minnesota,,,,Buyer
2021,Statistics,Opus College of Business,Bachelor's Degree,Employed Full-Time,HealthPartners,,Minnesota,,,,Integrity and Compliance Analyst
2021,Entrepreneurship,Opus College of Business,Bachelor's Degree,Employed Full-Time,Hearth & Home Technologies,,Minnesota,,,,"Dealer Sales Account Manager, East Coast"
2021,Actuarial Science,College of Arts & Sciences,Bachelor's Degree,Employed Full-Time,Hempel Real Estate,,Minnesota,,,,Accounting Assistant
2021,Civil Engineering,College of Arts & Sciences,Bachelor's Degree,Employed Full-Time,Hennepin County,,Minnesota,,,,Graduate Engineer
2021,Biology (BS),College of Arts & Sciences,Bachelor's Degree,Employed Full-Time,Hennepin Healthcare,,Minnesota,,,,Medical Technologist
2021,Individualized,School of Engineering,Bachelor's Degree,Employed Full-Time,Henry Schein,,Minnesota,,,,Inside corporate brand sales
2021,Marketing Management,College of Arts & Sciences,Bachelor's Degree,Employed Full-Time,HighCloud Solutions,,Minnesota,,,,Business Development Intern
2021,Operations Management,College of Arts & Sciences,Bachelor's Degree,Employed Full-Time,Hilton,,Minnesota,,,,Leader in Development Program
2021,COJO Strategic Communications,School of Education,Bachelor's Degree,Employed Full-Time,His Potter,,Minnesota,,,,Business Owner
2021,History,Opus College of Business,Bachelor's Degree,Employed Full-Time,Hoglund Law,,Minnesota,,,,Legal Assistant and Intake Specialist
2021,Marketing Management,Opus College of Business,Bachelor's Degree,Employed Full-Time,Home and Local Services,,Minnesota,,,,Search Manager
2021,Exercise Science,College of Arts & Sciences,Bachelor's Degree,Employed Full-Time,Homeinstead Senior Care,,Indiana,,,,Senior Caregiver
2021,Computer Engineering,Opus College of Business,Bachelor's Degree,Employed Full-Time,Hopkins Hurricanes,,Minnesota,,,,Assistant Swim Coach
2021,Bus Admin - Communication,School of Engineering,Bachelor's Degree,Employed Full-Time,Horizontal Talent,,Minnesota,,,,Creative Recruiter
2021,Marketing Management,College of Health,Bachelor's Degree,Employed Full-Time,HP Inc,,Oregon,,,,HP+ Digital Product Analyst
2021,English - Creative Writing,College of Arts & Sciences,Bachelor's Degree,Employed Full-Time,Hudson Business Immigration Law Firm,,Minnesota,,,,Case Manager—Legal Writing Division
2021,History,Opus College of Business,Bachelor's Degree,Employed Part-Time,Huntington Learning Services,,Minnesota,,,,Tutor
2021,Marketing Management,Opus College of Business,Bachelor's Degree,Employed Full-Time,Huntington National Bank,,Ohio,,,,Customer Experience Banker
2021,Human Resources Management,College of Arts & Sciences,Bachelor's Degree,Employed Full-Time,Icario,,Minnesota,,,,Talent Acquisition Coordinator
2021,Exercise Science,School of Engineering,Bachelor's Degree,Employed Full-Time,IMPACT Physical Medicine,,Minnesota,,,,Medical Assistant/ Rehabilitation Aide
2021,English - Creative Writing,Opus College of Business,Bachelor's Degree,Employed Full-Time,IMPACTGroup,,Missouri,,,,Researcher
2021,Gen Business Mgmt,College of Arts & Sciences,Bachelor's Degree,Employed Full-Time,In The Groove Music,,Minnesota,,,,Administration and Music Consultant
2021,Geology,Opus College of Business,Bachelor's Degree,Employed Full-Time,Industrial Hygiene Services Corporation,,Minnesota,,,,Industrial Hygiene Field Technician
2021,Marketing Management,Opus College of Business,Bachelor's Degree,Employed Full-Time,Infor,,Texas,,,,Associate Consultant
2021,Operations Management,Opus College of Business,Bachelor's Degree,Employed Full-Time,Infor,,Minnesota,,,,Business Development Representative
2021,Entrepreneurship,Opus College of Business,Bachelor's Degree,Employed Full-Time,Infor,,New York,,,,Associate Consultant
2021,Financial Management,Opus College of Business,Bachelor's Degree,Employed Full-Time,Insight Global,,Georgia,,,,Recruiter
2021,Marketing Management,Opus College of Business,Bachelor's Degree,Employed Full-Time,Insight Global,,Georgia,,,,Recruiter
2021,Actuarial Science,Opus College of Business,Bachelor's Degree,Employed Full-Time,Intact Insurance Specialty Solutions,,,,,,Actuarial Trainee
2021,Actuarial Science,School of Engineering,Bachelor's Degree,Employed Full-Time,Intact Insurance Specialty Solutions,,Minnesota,,,,Actuarial Trainee
2021,Mechanical Engineering,College of Arts & Sciences,Bachelor's Degree,Employed Full-Time,Integer,,Minnesota,,,,Quality Engineer
2021,Neuroscience,School of Engineering,Bachelor's Degree,Employed Full-Time,Integrative Health,,Maryland,,,,Neuropsychometrist
2021,Bus Admin - Communication,College of Arts & Sciences,Bachelor's Degree,Employed Full-Time,"International School of Management, France",,Do not live in the United States,,,,Marketing Intern
2021,French,Opus College of Business,Bachelor's Degree,Employed Full-Time,International SOS,,Do not live in the United States,,,,International Operations Coordinator
2021,Mechanical Engineering,Opus College of Business,Bachelor's Degree,Employed Full-Time,Intertek,,Minnesota,,,,Project Engineer
2021,Environmental Sci (Biology),Opus College of Business,Bachelor's Degree,Employed Part-Time,Isanti SWCD,,Minnesota,,,,Outreach Assistant
2021,Biology,Opus College of Business,Bachelor's Degree,Employed Full-Time,iSpine Pain Physicians,,Minnesota,,,,Clinical Assistant
2021,Accounting,Opus College of Business,Bachelor's Degree,Employed Full-Time,Grant Thornton LLP,,Illinois,,,,Tax Intern
2021,Leadership & Management,College of Arts & Sciences,Bachelor's Degree,Employed Full-Time,Jack's Surfboards,,California,,,,Retail Sales Specialist
2021,Exercise Science,College of Arts & Sciences,Bachelor's Degree,Employed Full-Time,Jamf,,Minnesota,,,,Sales Development Representative
2021,Mechanical Engineering,School of Education,Bachelor's Degree,Employed Full-Time,Janicki Industries,,Washington,,,,Project Engineer
2021,Real Estate Studies,School of Education,Bachelor's Degree,Employed Full-Time,JLL,,Minnesota,,,,Associate broker
2021,Computer Science (BS),School of Education,Bachelor's Degree,Employed Full-Time,Johnson Brothers,,Minnesota,,,,Business Analyst Intern
2021,Bus Admin - Communication,Opus College of Business,Bachelor's Degree,Employed Full-Time,Jones Lang LaSalle,,Minnesota,,,,Special Events Coordinator
2021,Bus Admin - Communication,College of Arts & Sciences,Bachelor's Degree,Employed Full-Time,Joyce Preschool,,Minnesota,,,,Communication and Development Manager
2021,Statistics,Opus College of Business,Bachelor's Degree,Employed Full-Time,JP Morgan & Chase Co.,,Minnesota,,,,Supplier management analyst
2021,Computer Engineering,Opus College of Business,Bachelor's Degree,Employed Full-Time,JPMC,,Minnesota,,,,Java full stack developer
2021,Financial Management,Opus College of Business,Bachelor's Degree,Employed Full-Time,JPMorgan Chase & Co.,,New York,,,,Associate Banker
